word,pos,meaning,level,source
sensation,n.,感覺,5,CEEC-108
sense,n./v.,感官；覺得,2,CEEC-108
sensible,adj.,明智的,3,CEEC-108
sensitive,adj.,敏感的,2,CEEC-108
sensitivity,n.,"n. 敏感, 靈敏度；[計] 靈敏度",5,CEEC-108
sensor,n.,n. 傳感器；[計] 檢測器,5,CEEC-108
sentence,n./v.,判決,1,CEEC-108
sentiment,n.,"n. 感情, 感傷, 情操, 情緒, 感想, 意見；[醫] 情感, 情操",5,CEEC-108
sentimental,adj.,感情上的,5,CEEC-108
separate,adj./v.,分開的,2,CEEC-108
separation,n.,分開,3,CEEC-108
sequence,n./v.,"n. 序列, 續發事件, 順序, 連續；vt. 按順序排好；[計] 順序",5,CEEC-108
serene,adj.,"a. 寧靜的, 沉著的, 安詳的, 晴朗的；n. 晴朗, 平靜",6,CEEC-108
sergeant,n.,"n. 警察小隊長, 軍士",6,CEEC-108
serial,adj.,"n. 分期連載作品, 連載小說；a. 連續的, 一連串的, 連載的, 分期償還的；[計] 連續的; 串行的",6,CEEC-108
series,n.,"n. 串聯, 序列, 連續, 系列, 叢書, 套, 級數, 組；[計] 系列",5,CEEC-108
serious,adj.,嚴肅的,1,CEEC-108
sermon,n.,說教；佈道,6,CEEC-108
servant,n.,僕人,2,CEEC-108
serve,v.,侍候,2,CEEC-108
server,n.,"n. 服伺者, 上菜用具, 發球員；n. 伺服器；[計] 伺服器, 伺服器啟動程式, 服務臺程式",5,CEEC-108
service,n.,服侍,1,CEEC-108
serving,n.,"n. 服務, 招待, 上菜, 一份食物",6,CEEC-108
session,n.,"n. 期間, 開庭期, 會議, 學期；[計] 會話, 對話, 會晤, 通用任務程式",5,CEEC-108
set,n./v.,放置,1,CEEC-108
setback,n.,"n. 挫折, 退步, 逆流",6,CEEC-108
setting,n.,"n. 環境, 背景, 布景, 鑲嵌, 調整, 沉落, 一副餐具；[計] 設置",5,CEEC-108
settle,v.,"n. 有背長椅；vt. 決定, 整理, 安放, 使定居, 使平靜, 支付, 安排, 解決, 結算；vi. 停留, 下陷, 沉澱, 澄清, 安下心來, 結清, 定居, 安家",2,CEEC-108
settlement,n.,"n. 安頓, 解決, 處理, 結算, 殖民, 殖民地, 沉降；[醫] 居住區; 沉渣",2,CEEC-108
settler,n.,移民,4,CEEC-108
several,adj./pron.,幾個的；幾個,1,CEEC-108
severe,adj.,嚴格的,4,CEEC-108
sew,v.,縫,4,CEEC-108
sex,n.,性(別),2,CEEC-108
sexual,adj.,5adj.男女之問的,3,CEEC-108
sexy,adj.,"a. 有性感的, 色情的",3,CEEC-108
shabby,adj.,"a. 衣衫襤褸的, 低劣的, 破舊的, 吝嗇的, 卑鄙的",6,CEEC-108
shade,n./v.,陰蔭,4,CEEC-108
shadow,n./v.,陰影,3,CEEC-108
shady,adj.,遮蔭的,4,CEEC-108
shake,n./v.,搖動,1,CEEC-108
shall,aux.,aux. 將,1,CEEC-108
shallow,adj.,淺的,3,CEEC-108
shame,n./v.,恥辱,2,CEEC-108
shameful,adj.,可恥的,4,CEEC-108
shampoo,n./v.,洗髮(精),3,CEEC-108
shape,n.,形狀；做成,1,CEEC-108
share,n./v.,分擔；分配,1,CEEC-108
shareholder,n.,"n. 股東；[法] 股東, 股票持有人",5,CEEC-108
shark,n.,"n. 鯊魚, 騙子；v. 詐騙",2,CEEC-108
sharp,adj./adv.,尖銳的,1,CEEC-108
sharpen,v.,"vt. 使尖銳, 使敏捷, 加重, 削尖；vi. 尖銳化, 變鋒利",6,CEEC-108
shatter,v.,"n. 碎片, 粉碎, 落葉, 噴灑；vt. 打碎, 使散開, 粉碎, 破壞；vi. 粉碎, 損壞, 脫落",5,CEEC-108
shave,n./v.,刮鬍子；剃,4,CEEC-108
shaver,n.,"n. 修面的人, 電動剃刀, 刨刀, 殺價買進期票的人, 善於討價還價的人",6,CEEC-108
she,pron.,pron. 她,1,CEEC-108
shed,n./v.,使流出,5,CEEC-108
sheep,n.,羊,1,CEEC-108
sheer,adj./adv.,純粹的,5,CEEC-108
sheet,n.,"n. 床單, 張, 紙張, 印刷品, 裹屍布, 薄片；vt. 蓋上被單, 遍布；vi. 大片落下；a. 片狀的, 成薄片的；[計] 工作表",2,CEEC-108
shelf,n.,架子,2,CEEC-108
shell,n.,外觀；外表,2,CEEC-108
shelter,n./v.,避難所,4,CEEC-108
shepherd,n.,牧羊人；引導,3,CEEC-108
sheriff,n.,"n. 郡治安官, 縣治安官；[法] 司法行政官, 郡長, 執行吏",5,CEEC-108
shield,n./v.,"n. 盾, 防衛物, 保護者, 屏蔽；vt. 保護, 遮蔽, 屏蔽, 庇護, 擋開, 避開；vi. 起保護作用",5,CEEC-108
shift,n./v.,變換,4,CEEC-108
shine,n./v.,光亮,2,CEEC-108
shiny,adj.,閃爍的,3,CEEC-108
ship,n./v.,船,1,CEEC-108
shirt,n.,襯衫,1,CEEC-108
shiver,n./v.,顫抖,5,CEEC-108
shock,n./v.,震驚,2,CEEC-108
shoe,n.,鞋,1,CEEC-108
shoot,n./v.,發射,2,CEEC-108
shop,n./v.,(1) n商店,1,CEEC-108
shopkeeper,n.,"n. 零售商, 店主, 老闆",2,CEEC-108
shore,n.,岸；濱,2,CEEC-108
short,adj.,短的,1,CEEC-108
shortage,n.,短缺,5,CEEC-108
shortcoming,n.,缺點,6,CEEC-108
shorten,v.,使縮短,3,CEEC-108
shortly,adv.,"adv. 不久, 簡短, 唐突地",3,CEEC-108
shorts,n.,[pl.]短褲,1,CEEC-108
shortsighted,adj.,近視的,6,CEEC-108
shot,n.,射擊,2,CEEC-108
shoulder,n.,肩膀；肩負,1,CEEC-108
shout,n./v.,喊叫(聲),1,CEEC-108
shove,n./v.,"n. 推, 擠；vt. 推擠, 猛推, 強使；vi. 推",5,CEEC-108
shovel,n./v.,"n. 鏟, 鐵鏟；v. 鏟",3,CEEC-108
show,n./v.,表演；展現,1,CEEC-108
shower,n./v.,陣雨,1,CEEC-108
shred,n./v.,"n. 碎布條, 細片, 少量；v. 撕碎",6,CEEC-108
shriek,n./v.,"n. 尖銳的響聲；vi. 尖叫, 發尖聲；vt. 尖聲發出",6,CEEC-108
shrimp,n.,小蝦；矮子,3,CEEC-108
shrink,v.,縮小,3,CEEC-108
shrub,n.,"n. 矮樹, 灌木, 果汁甜酒",6,CEEC-108
shrug,n./v.,n. 聳肩；v. 聳肩,5,CEEC-108
shuffle,v.,"n. 拖著腳走, 曳步, 混亂, 矇混, 洗紙牌；v. 拖曳, 馬虎地做, 笨手笨腳地穿(脫)衣, 推諉, 洗牌；[計] 混洗",6,CEEC-108
shut,adj./v.,關上,2,CEEC-108
shutter,n./v.,"n. 百葉窗, 關閉物, 照相機快門, 關閉者；vt. 為...裝百葉窗, 以百葉窗遮閉",6,CEEC-108
shuttle,n./v.,"n. 穿梭, 梭子, 往返移動之物；v. (使)穿梭移動, 往返運送",5,CEEC-108
shy,adj.,羞怯的,2,CEEC-108
sibling,n.,手足,5,CEEC-108
sick,adj.,有病的,1,CEEC-108
side,n.,"n. 旁邊, 側, 方面, 脅, 側邊, 血統；a. 旁的, 側的, 次要的；vt. 同意, 支持；vi. 支持, 贊助",1,CEEC-108
sidewalk,n.,人行道,2,CEEC-108
siege,n.,"n. 包圍, 圍攻, 再三的努力；vt. 包圍, 圍攻",5,CEEC-108
sigh,n./v.,嘆息,3,CEEC-108
sight,n./v.,視力；看見,1,CEEC-108
sightseeing,n.,觀光,4,CEEC-108
sign,n./v.,記號；簽字,1,CEEC-108
signal,n./v.,信號,3,CEEC-108
signature,adj./n.,簽字,4,CEEC-108
significance,n.,重要性,4,CEEC-108
significant,adj.,重要的,3,CEEC-108
silence,n./v.,寂靜,2,CEEC-108
silent,adj.,寂靜的,2,CEEC-108
silk,n.,絲,3,CEEC-108
silly,adj.,愚蠢的,2,CEEC-108
silver,adj./n.,銀製的；銀,2,CEEC-108
similar,adj.,相似的,2,CEEC-108
similarity,n.,相似之處,3,CEEC-108
simple,adj.,簡單的,1,CEEC-108
simplicity,n.,樸素,6,CEEC-108
simplify,v.,使單純,6,CEEC-108
simply,adv.,"adv. 簡單地, 只是, 簡直, 簡樸地, 坦白地",2,CEEC-108
simultaneous,adj.,"a. 同時的, 同時發生的；[計] 同時的",6,CEEC-108
sin,n./v.,罪惡,3,CEEC-108
since,adv./conj./prep.,從…以來,1,CEEC-108
sincere,adj.,真心誠意的,3,CEEC-108
sincerity,n.,真誠,4,CEEC-108
sing,v.,歌唱,1,CEEC-108
singer,n.,歌手,1,CEEC-108
single,adj./n./v.,單一的,2,CEEC-108
singular,adj./n.,單數的,4,CEEC-108
sink,n./v.,(2) v.下沉,3,CEEC-108
sip,n./v.,"n. 啜飲, 小口喝, 抿；vi. 啜飲；vt. 啜；[計] 單列直插式組件",3,CEEC-108
sir,n.,先生,1,CEEC-108
sister,n.,姊妹,1,CEEC-108
sit,v.,坐,1,CEEC-108
site,n./v.,場所,4,CEEC-108
situation,n.,形勢,3,CEEC-108
size,n./v.,尺寸,1,CEEC-108
skate,n./v.,冰鞋；溜冰,3,CEEC-108
skeleton,n.,骨骸,5,CEEC-108
skeptical,adj.,"a. 懷疑論的, 懷疑的, 不可知論的；[法] 懷疑的, 不信的, 懷疑論者的",6,CEEC-108
sketch,n./v.,素描,4,CEEC-108
ski,n./v.,n. 滑雪橇；vi. 滑雪,3,CEEC-108
skill,n.,技巧,2,CEEC-108
skilled,adj.,"a. 熟練的；[經] 熟練的, 有技能的",2,CEEC-108
skillful,adj.,熟練的,3,CEEC-108
skim,n./v.,"vt. 撇取浮沫, 略讀, 掠過；vi. 擦過, 瀏覽；n. 脫脂乳, 擦過, 表層物；a. 撇去浮沫的",6,CEEC-108
skin,n.,皮膚；剝…的皮,2,CEEC-108
skinny,adj.,消瘦的,3,CEEC-108
skip,n./v.,輕跳；略過,3,CEEC-108
skirt,n.,裙子,1,CEEC-108
skull,n.,"n. 頭蓋骨, 頭腦, 好學生；[醫] 頭顱",5,CEEC-108
sky,n.,天空,1,CEEC-108
skyscraper,n.,"n. 摩天樓, 三角形天帆",4,CEEC-108
slam,n./v.,使勁關閉,5,CEEC-108
slang,n./v.,"n. 俚語；v. 辱罵, 用俚語說",6,CEEC-108
slap,adv./n./v.,一巴掌,5,CEEC-108
slash,n./v.,亂砍,6,CEEC-108
slaughter,n./v.,"n. 殘殺, 屠殺, 殺戮；vt. 殘殺, 屠殺, 虧本出售",6,CEEC-108
slave,n./v.,奴隸,3,CEEC-108
slavery,n.,"n. 奴隸的身分, 奴隸狀態, 奴隸制度；[法] 奴隸制度, 奴役, 苦役",5,CEEC-108
slay,v.,"v. 殺害, 殘殺",6,CEEC-108
sleep,n./v.,睡眠,1,CEEC-108
sleepy,adj.,想睡的,2,CEEC-108
sleeve,n.,衣服袖子,3,CEEC-108
slender,adj.,修長的；苗條的,3,CEEC-108
slice,n./v.,片,3,CEEC-108
slide,n./v.,打滑,2,CEEC-108
slight,adj./n./v.,輕微的,4,CEEC-108
slim,adj.,苗條的,1,CEEC-108
slip,n./v.,滑倒,2,CEEC-108
slipper,n.,拖鞋,2,CEEC-108
slippery,adj.,滑溜的,3,CEEC-108
slogan,n.,口號,4,CEEC-108
slope,n.,斜坡,3,CEEC-108
sloppy,adj.,馬虎的,6,CEEC-108
slot,n./v.,"n. 水溝, 細長孔, 硬幣投幣口, 縫, 狹槽, 狹通道, 位置, 一檔(廣播節目等)；vt. 開槽於, 把...納入機構；[計] 槽; 存儲槽",5,CEEC-108
slow,adj./adv./v.,緩慢的,1,CEEC-108
slum,n./v.,貧民窟,6,CEEC-108
slump,n./v.,"n. 暴跌, 垂頭彎腰的姿態；vi. 猛然掉落, 陷入, 衰落(經濟等)",6,CEEC-108
sly,adj.,"a. 狡猾的, 詭密的, 俏皮的, 偷偷摸摸的",6,CEEC-108
small,adj./adv./n.,小的,1,CEEC-108
smart,adj.,聰明的,1,CEEC-108
smash,n./v.,"n. 打碎, 粉碎, 打碎時譁啦聲, 猛擊, 扣球, 殺球, 經營失敗, 破產, 硬幣, 假硬幣；a. 非常轟動的, 了不起的；vt. 打碎, 粉碎, 擊潰, 使破產, 使裂變, 使用假硬幣；vi. 碎裂, 猛撞, 破產, 扣球, 殺球；adv. 轟隆一聲, 譁啦一聲",5,CEEC-108
smell,n./v.,氣味；聞,1,CEEC-108
smile,n./v.,微笑,1,CEEC-108
smog,n.,煙霧,5,CEEC-108
smoke,n./v.,煙；抽菸,1,CEEC-108
smooth,adj./v.,光滑的,2,CEEC-108
smuggle,v.,走私,6,CEEC-108
snack,n./v.,點心,2,CEEC-108
snail,n.,牛,2,CEEC-108
snake,n./v.,蛇,1,CEEC-108
snap,n./v.,快照；突然折斷,3,CEEC-108
snatch,n./v.,搶,5,CEEC-108
sneak,n./v.,鬼鬼祟祟地走,5,CEEC-108
sneaker,n.,鬼鬼祟祟做事的人,6,CEEC-108
sneaky,adj.,"a. 鬼祟的, 卑微的",6,CEEC-108
sneeze,n./v.,打噴嚏,6,CEEC-108
sniff,n./v.,"n. 以鼻吸氣, 嗅, 氣息；vi. 嗅, 蔑視, 嗤之以鼻；vt. 聞, 用力吸, 發覺",5,CEEC-108
snore,n./v.,"n. 鼾聲, 打鼾；vi. 打鼾；vt. 打鼾度過",6,CEEC-108
snow,n./v.,雪,1,CEEC-108
snowy,adj.,多雪的,2,CEEC-108
so,adv./conj.,所以,1,CEEC-108
soak,n./v.,浸泡,5,CEEC-108
soap,n./v.,肥皂,2,CEEC-108
soar,v.,"n. 高揚, 翱翔；vi. 往上飛舞, 高聳, 翱翔",5,CEEC-108
sob,n./v.,啜泣,5,CEEC-108
sober,adj./v.,清醒的,5,CEEC-108
soccer,n.,足球,2,CEEC-108
sociable,adj.,"a. 好交際的, 社交的, 過社會生活的；n. 聯誼會",6,CEEC-108
social,adj.,社會的,2,CEEC-108
socialism,n.,社會主義,6,CEEC-108
socialist,n.,"n. 社會主義者, 社會黨黨員；[法] 社會主義的",6,CEEC-108
socialize,v.,"vt. 使社會化, 使社會主義化, 使適合社會需要；vi. (美)(非正式)參加社交活動, 發生社交往來",6,CEEC-108
society,n.,社會,2,CEEC-108
sociology,n.,社會學,6,CEEC-108
sock,n.,"n. 短襪, 鞋墊, 一擊；vt. 重擊, 猛投, 給...穿襪；vi. 打擊；adv. 正著地, 不偏不倚地；a. 非常成功的",2,CEEC-108
socket,n.,"n. 窩, 穴, 插座, 眼窩；vt. 插進插座；[計] 套接字",4,CEEC-108
soda,n.,蘇打水,2,CEEC-108
sofa,n.,沙發,1,CEEC-108
soft,adj.,"a. 軟的, 溫和的, 柔和的, 柔滑的, 溫柔的, 軟弱的, 坡度小的, 笨的, 紙幣的；n. 柔軟的東西, 笨人, 紙幣；adv. 柔軟地, 溫和地",2,CEEC-108
soften,v.,"v. (使)變柔軟, (使)變柔和",5,CEEC-108
software,n.,n. 軟體；[計] 軟設備,4,CEEC-108
soil,n.,土壤；弄髒,2,CEEC-108
solar,adj.,太陽的,4,CEEC-108
soldier,n.,軍人,1,CEEC-108
sole,adj./n./v.,腳底(板)；鞋底,5,CEEC-108
solemn,adj.,"a. 嚴肅的, 鄭重的, 莊嚴的",6,CEEC-108
solid,adj.,堅固的,3,CEEC-108
solidarity,n.,團結,6,CEEC-108
solitary,adj./n.,獨居的,6,CEEC-108
solitude,n.,孤獨,6,CEEC-108
solo,adj./adv./n.,獨唱；單獨的,5,CEEC-108
solution,n.,"n. 解決, 解答, 溶液；[化] 溶液",2,CEEC-108
solve,v.,解答,2,CEEC-108
some,adj./pron.,一些,1,CEEC-108
somebody,n./pron.,有人,1,CEEC-108
someday,adv.,有朝一日,3,CEEC-108
somehow,adv.,不知怎麼地,3,CEEC-108
someone,n./pron.,某人,1,CEEC-108
something,n./pron.,某物,1,CEEC-108
sometime,adv.,在將來某個時候,3,CEEC-108
sometimes,adv.,有時,1,CEEC-108
somewhat,adv.,有點,2,CEEC-108
somewhere,adv.,某處,1,CEEC-108
son,n.,兒子,1,CEEC-108
song,n.,歌曲,1,CEEC-108
soon,adv.,很快,1,CEEC-108
soothe,v.,"vt. 緩和, 使安靜, 安慰, 奉承；vi. 起安慰作用",6,CEEC-108
sophisticated,adj.,"a. 複雜的, 久經世故的；[法] 尖端的, 高級的, 非常有經驗的",5,CEEC-108
sophomore,n.,"n. (大學)二年級生；a. 二年級學生的, 二年級的",5,CEEC-108
sore,adj./n.,疼痛的,1,CEEC-108
sorrow,n.,悲傷,3,CEEC-108
sorrowful,adj.,a. 悲傷的,6,CEEC-108
sorry,adj.,感到抱歉的；感到遺憾的,1,CEEC-108
sort,n./v.,種類；把·分類,2,CEEC-108
soul,n.,靈魂,2,CEEC-108
sound,n.,無恙的,1,CEEC-108
soup,n.,湯,1,CEEC-108
sour,adj./n./v.,酸的,2,CEEC-108
source,n.,來源,2,CEEC-108
south,adj./adv./n.,南方的,1,CEEC-108
southern,adj.,南方的,2,CEEC-108
souvenir,n.,紀念品,5,CEEC-108
sovereign,adj./n.,元首,6,CEEC-108
sovereignty,n.,主權,5,CEEC-108
sow,v.,播(種),5,CEEC-108
soybean,n.,n. 大豆；[化] 大豆,2,CEEC-108
space,n./v.,空間,1,CEEC-108
spacecraft,n.,n. 航天飛船,6,CEEC-108
spaceship,n.,n. 宇宙飛船,6,CEEC-108
spacious,adj.,"a. 廣大的, 寬廣的",5,CEEC-108
spade,n.,鏟,4,CEEC-108
spaghetti,n.,義大利麵條,3,CEEC-108
span,n./v.,"n. 指距, 全長, 跨距, 一段時間, 小範圍；vt. 以手指測量, 跨越, 架設, 持續",6,CEEC-108
spare,adj./n./v.,多餘的；撥出,4,CEEC-108
spark,n./v.,"n. 火花, 火星, 閃光, 無線電報務員, 瞬間放電, 活力, 朝氣, 花花公子, 情郎；vi. 閃光, 發火花, 求婚；vt. 發動, 鼓舞, 使有朝氣, 求婚",4,CEEC-108
sparkle,n./v.,閃耀,5,CEEC-108
sparrow,n.,麻雀,6,CEEC-108
speak,v.,說話,1,CEEC-108
speaker,n.,演講者,2,CEEC-108
spear,n./v.,"n. 矛, 槍, 持矛者, 嫩枝；vt. 用矛刺；vi. 刺, 戳；a. 父系的",4,CEEC-108
special,adj.,特別的,1,CEEC-108
specialist,n.,"n. 專門醫師, 專家；a. 專業的, 專家的",5,CEEC-108
specialize,v.,"vt. 使特殊化, 列舉, 特別指明, 限定...的範圍；vi. 成為專家, 專攻",5,CEEC-108
specialty,n.,"n. 專業, 專長, 特產, 特製品, 特性, 特點；a. 專門的, 獨立的",5,CEEC-108
species,n.,種類,4,CEEC-108
specific,adj.,明確的,3,CEEC-108
specify,v.,"vt. 詳列, 指定, 說明；[計] 指定",5,CEEC-108
specimen,n.,"n. 樣品, 標本, 試料；[化] 試樣",5,CEEC-108
spectacle,n.,"n. 引人羨慕的東西, 景象, 眼鏡, 場面, 公開展示",6,CEEC-108
spectacular,adj./n.,壯觀的,5,CEEC-108
spectator,n.,"n. 觀眾, 目擊者, 旁觀者",5,CEEC-108
spectrum,n.,"n. 光譜, 範圍, 系列；[化] 光譜",5,CEEC-108
speculate,v.,推測；投機,5,CEEC-108
speech,n.,演講,2,CEEC-108
speed,n./v.,n/v.速度；急行,2,CEEC-108
spell,v.,拼寫,1,CEEC-108
spelling,n.,拼寫能力,2,CEEC-108
spend,v.,花費,1,CEEC-108
sphere,n.,"n. 球, 球面, 球體, 天體, 地球儀, 範圍；vt. 包圍, 使成球體, 放入球內",5,CEEC-108
spice,n./v.,香料；加香料於,3,CEEC-108
spicy,adj.,"a. 香的, 多香料的, 辛辣的, 下流的",5,CEEC-108
spider,n.,蜘蛛,2,CEEC-108
spill,n./v.,溢出；濺出,3,CEEC-108
spin,n./v.,"n. 旋轉, 自旋, 疾馳, 情緒低落；vt. 紡織, 紡, 使旋轉, 編造；vi. 紡紗, 吐絲, 作繭, 結網, 旋轉, 自旋, 疾馳",3,CEEC-108
spinach,n.,菠菜,3,CEEC-108
spine,n.,"n. 背骨, 脊柱, 尖刺；[醫] 脊柱; 棘, 刺; 馬蹄嵴",5,CEEC-108
spiral,adj./n./v.,"n. 螺旋形之物, 螺線；a. 螺旋形的, 盤旋的；vi. 螺旋形下降, 螺旋形上升, 螺旋形行進；vt. 使螺旋形行進",6,CEEC-108
spirit,n.,精神；心靈,2,CEEC-108
spiritual,adj.,精神的；心靈的,4,CEEC-108
spit,n./v.,口水；吐,3,CEEC-108
spite,n.,惡意,3,CEEC-108
splash,n./v.,飛澱(聲),3,CEEC-108
splendid,adj.,輝煌的,4,CEEC-108
splendor,n.,"n. 光輝, 壯麗, 顯赫",6,CEEC-108
split,n./v.,裂縫；(使)裂開,4,CEEC-108
spoil,v.,破壞,3,CEEC-108
spokesman,n.,"n. 發言人, 代言者",6,CEEC-108
spokesperson,n.,"n. 發言人, 代言人",6,CEEC-108
spokeswoman,n.,"n. 女發言人, 女代言人",6,CEEC-108
sponge,n./v.,"n. 海綿, 海綿狀的東西；vt. 用海綿擦拭, 吸收掉, 抹掉；vi. 採集海綿, 海綿般吸收",5,CEEC-108
sponsor,n./v.,/n贊助(者),5,CEEC-108
sponsorship,n.,"n. 發起, 倡議, 主辦, 保證人的地位, 教父的地位, 教母的地位",5,CEEC-108
spontaneous,adj.,自發的,6,CEEC-108
spoon,n.,匙；用匙舀,2,CEEC-108
sport,n./v.,運動,2,CEEC-108
sportsman,n.,運動員,6,CEEC-108
sportsmanship,n.,n. 運動員精神,6,CEEC-108
sportswoman,n.,n. 女運動員,6,CEEC-108
spot,n./v.,"n. 汙點, 地點, 斑點, 點, 娛樂場所, 處境, 少量；a. 當場的, 現場的, 現貨買賣的, 現金交易的, 抽樣的；vt. 點綴, 玷汙, 認出, 準確定...的位, 用燈光照射；vi. 玷汙, (從空中)偵察敵方目標",2,CEEC-108
spotlight,n./v.,"n. 照明燈, 反光燈, 聚光燈",6,CEEC-108
spouse,n.,配偶,5,CEEC-108
spray,n./v.,噴；濺散,3,CEEC-108
spread,n./v.,擴展,2,CEEC-108
spring,n./v.,春天,1,CEEC-108
sprinkle,n./v.,"vt. 灑, 散置, 撒, 點綴；vi. 灑, 撒, 下小雨；n. 灑, 撒, 散置, 小雨, 少量",4,CEEC-108
spur,n./v.,馬刺；激勵,6,CEEC-108
spy,n./v.,間諜；秘密監視,3,CEEC-108
squad,n.,爭吵,5,CEEC-108
square,adj./n.,四方的,1,CEEC-108
squash,n./v.,"n. 擠壓, 壓碎的東西, 南瓜屬植物, 擁擠的人群；vt. 壓扁, 鎮壓, 壓制；vi. 被壓扁, 發濺潑聲, 擠入",5,CEEC-108
squat,adj./n./v.,"n. 蹲, 窩；a. 蹲著的, 矮胖的；vi. 蹲下, 蹲坐, 蹲伏；vt. 使蹲下, 擅自佔有",5,CEEC-108
squeeze,n./v.,壓；擠,3,CEEC-108
squirrel,n.,松鼠,3,CEEC-108
stab,n./v.,刺；戳,4,CEEC-108
stability,n.,穩定性,5,CEEC-108
stabilize,v.,"vt. 使安定, 使穩固；vi. 穩定, 安定",6,CEEC-108
stable,adj.,穩定的,3,CEEC-108
stack,n./v.,使成堆,5,CEEC-108
stadium,n.,(露天)運動場,3,CEEC-108
staff,n./v.,"n. 全體人員, 工作班子, 棍棒, 杆, 拐杖, 支柱, 權杖；a. 職員的, 僱員的, 參謀的；vt. 為...配備人員",3,CEEC-108
stage,n./v.,舞臺；上演,2,CEEC-108
stagger,n./v.,蹣跚,6,CEEC-108
stain,n./v.,"n. 汙染, 汙點, 著色劑；vt. 沾染, 染汙, 著色；vi. 變髒",5,CEEC-108
stair,n.,樓梯,1,CEEC-108
stake,n./v.,"n. 樁, 炮烙刑, 木柱, 賭注, 獎金；vt. 打樁, 用樁撐, 下賭注, 資助；vi. 打賭",5,CEEC-108
stale,adj.,不新鮮的,3,CEEC-108
stall,n./v.,攤位,5,CEEC-108
stamp,n./v.,郵票；跺腳,2,CEEC-108
stance,n.,"n. 準備擊球姿勢, 站立的姿勢, 位置, 姿態；[經] 地位, 形勢",5,CEEC-108
stand,n./v.,攤位；站,1,CEEC-108
standard,adj./n.,標準,2,CEEC-108
staple,n./v.,釘書針；主要的,6,CEEC-108
star,n./v.,星；明星,1,CEEC-108
stare,n./v.,瞪眼,3,CEEC-108
start,n./v.,開始,1,CEEC-108
startle,v.,使大吃一驚,5,CEEC-108
starvation,n.,"n. 飢餓, 餓死；[醫] 絕食, 飢鋨(指長時期的)",6,CEEC-108
starve,v.,(使)挨餓,3,CEEC-108
state,v.,狀態,2,CEEC-108
statement,n.,"n. 陳述, 指令, 聲明；[計] 程式語句; 語句",2,CEEC-108
statesman,n.,政治家,6,CEEC-108
station,n.,車站,1,CEEC-108
stationary,adj.,靜止的,6,CEEC-108
stationery,n.,文具,6,CEEC-108
statistic,n.,"n. 統計量；a. 統計的, 統計學的",4,CEEC-108
statistical,adj.,統計(學)的,5,CEEC-108
statue,n.,雕像,3,CEEC-108
stature,n.,高水平；身材,6,CEEC-108
status,n.,社會地位,4,CEEC-108
statute,n.,法令,6,CEEC-108
stay,n./v.,停留,1,CEEC-108
steady,adj./adv./n./v.,穩固的,3,CEEC-108
steak,n.,牛排,2,CEEC-108
steal,v.,偷,3,CEEC-108
steam,n./v.,蒸汽,3,CEEC-108
steel,n./v.,鋼鐵,2,CEEC-108
steep,adj.,陡峭的,3,CEEC-108
steer,n./v.,駕駛,5,CEEC-108
stem,n./v.,"n. 莖, 幹, 柄, 船首, 血統, 堵塞物；vt. 摘掉莖, 裝柄於, 阻止, 堵住, 逆行；vi. 堵住, 逆行",4,CEEC-108
step,n./v.,腳步；走,2,CEEC-108
stepchild,n.,妻與前夫(或夫與前妻)所生的孩子,6,CEEC-108
stepfather,n.,n. 繼父；[法] 繼父,6,CEEC-108
stepmother,n.,n. 繼母,6,CEEC-108
stereo,n.,立體聲；立體音響器材,4,CEEC-108
stereotype,n./v.,老套,5,CEEC-108
stew,n./v.,"n. 燉, 煩惱, 熱浴, 妓院, 魚塘；vi. 燉, 燜, 憂慮；vt. 燉, 燜, 使焦慮",5,CEEC-108
stick,n./v.,刺入,2,CEEC-108
sticky,adj.,黏的,3,CEEC-108
stiff,adj.,硬的,3,CEEC-108
still,adj./adv.,靜止的；仍然,1,CEEC-108
stimulate,v.,"vt. 刺激, 激勵, 鼓舞；vi. 起刺激作用",5,CEEC-108
stimulation,n.,刺激,6,CEEC-108
stimulus,n.,刺激(物),5,CEEC-108
sting,n./v.,刺傷(處)；刺,3,CEEC-108
stingy,adj.,小氣的,4,CEEC-108
stink,n./v.,"n. 臭味, 臭氣；vi. 發臭味, 名聲臭；vt. 用臭味趕",5,CEEC-108
stir,n./v.,攪動,3,CEEC-108
stitch,n./v.,"n. 一針, 疼痛, 針法, 碎布條, 針腳；v. 縫, 縫合, 裝訂",3,CEEC-108
stock,n.,"n. 樹幹, 祖先, 血統, 原料, 備料, 庫存, 牲畜, 股票, 股份, 保留劇目；a. 存貨的, 常備的, 平凡的, 普通的, 股票的, 保留劇目的, 繁殖用的；vt. 裝把手於, 進貨, 備有, 放牧；vi. 出新芽, 備貨, 囤積",5,CEEC-108
stocking,n.,n. 長襪；[醫] 馬足水腫; 長襪,4,CEEC-108
stomach,n.,胃,3,CEEC-108
stomachache,n.,"n. 胃痛, 肚子痛",2,CEEC-108
stone,n./v.,石頭,2,CEEC-108
stool,n.,凳子,3,CEEC-108
stop,n./v.,車站；停止,1,CEEC-108
storage,n.,儲存,5,CEEC-108
store,n./v.,店鋪；儲存,1,CEEC-108
storm,n./v.,暴風雨；猛烈攻擊,2,CEEC-108
stormy,adj.,有暴風雨的,3,CEEC-108
story,n.,故事,1,CEEC-108
stove,n.,火爐,3,CEEC-108
straight,adj./adv./n.,筆直的,1,CEEC-108
